,codigo,titulo,sinopse,diretor,ano,tema,plays
966,1122,Nunca fomos tão felizes,"Pai e filho estão afastados há oito anos. Um esteve num colégio interno e o outro na prisão. O reencontro e a viagem de retorno para casa dão a entender o quanto será difícil para os dois a vida em comum. O pai tem uma vida misteriosa e encontros sigilosos. Acuado pela situação tensa que enfrenta, o rapaz não pode entender aquele convívio frustrante, preso a um apartamento quase vazio e tendo somente a companhia de um aparelho de TV e uma guitarra. Acaba se deparando com a necessidade de descobrir a própria identidade. Baseado em conto de João Gilberto Noll. ",Murilo Salles,1984,,96127
967,1123,Guerra dos bárbaros,"Uma índia - velha cachimbeira - conta a seus netos a história dos massacres sofridos por seu povo e de sua luta pela resistência, recriando e reinventando seus mitos para torná-los eternos.",Jú,3,1,45664
968,1124,A linguagem da persuasão,"Filme sobre a função dos meios de comunicação como forma de aperfeiçoamento profissional, patrocinado pelo SENAC. ",Joaquim Pedro de Andrade,1970,,96132
969,1126,Guido e Gaspar,"Guido e Gaspar são dois irmãos, um de 9 e outro de 11 anos e vivem em um lugarejo distante da vida urbana. Eles ajudam seus pais na roça e nos afazeres de casa. Quando as férias de verão começam, surge a possibilidade de uma viagem curta até a cidade, mas o único que vai sair de casa é o irmão mais novo, Guido. Gaspar, porém, não consegue esconder sua decepção e o acontecimento talvez mude para sempre a relação dos dois irmãos.  É uma história terna, que mostra a relação de dois irmãos que lidam com as diferenças e com sentimentos como ciúmes e ressentimento. Roteiro de Cristina Gomes. Direção de  Márcio Schoenardie. No elenco a participação da atriz Arlete Cunha e dos atores mirins Vincent Paul Schradere Arthur Quadros. As cenas foram gravadas em Flores da Cunha, com a participação do ator local Evandro Gazzi. Música original de Jean Presser. Fotografia de Pablo Chasseraux. Direção de arte de Willian Valduga.",Má,0,1,39404
970,1130,"Priara Jõ - Depois do ovo, a guerra","As crianças Panará apresentam seu universo em dia de brincadeira na aldeia. O tempo da guerra acabou, mas ainda continua vivo no imaginário das crianças.",Komoi Panará,0,1,71768
971,1131,Nguné Elu - O dia em que a lua menstruou,"Durante uma oficina de vídeo na aldeia kuikuro, no Alto Xingu, ocorre um eclipse. De repente, tudo muda. Os animais se transformam. O sangue pinga do céu como chuva. O som das flautas sagradas atravessa a escuridão. Não há mais tempo a perder. É preciso cantar e dançar. É preciso acordar o mundo novamente. Os realizadores kuikuro contam o que aconteceu nesse dia, o dia em que a lua menstruou.",Mutuá,Brasil,1,55579
972,1132,Dois tons,"Um garoto que mora numa região rural do Brasil, vive algumas descobertas, como o amor e a música.",Caetano Gottardi,2005,amor música infância,76965
973,1133,Huni Meka - Os cantos do Cipó,"Uma conversa sobre cipó (aiauasca), “miração” e cantos. A partir de uma pesquisa do professor Isaias Sales Ibã sobre os cantos do povo Hunikui, os índios resolvem reunir os mais velhos para gravar um CD e publicar um livro.",Josias Maná,2895,1,520
974,1134,De volta à terra boa,"Homens e mulheres Panará narram a trajetória de desterro e reencontro de seu povo com seu território original, desde o primeiro contato com o homem branco, em 1973, passando pelo exílio no Parque do Xingu, até a luta e reconquista da posse de suas terras.",Mari Corrê,0,1,15106
975,1135,O amor do palhaço,"O fim. Grete, personalidade da praia de Canoa Quebrada, está morto. Sua história retrocede no tempo, momentos da vida desvendam sua trajetória até o instante em quê é tomada a fatídica decisão de abandonar o Circo Máximo e aventurar-se sozinho. O começo do fim.",Armando Praç,4,1,63557
976,1136,Depois de tudo,"Depois da despedida, a espera. Depois da espera, a volta. Depois de tudo, o que mais querem é estar juntos e um dia basta para esperarem pelo próximo",Rafael Saar,2008,Amor,67663
977,1137,Histórias curtas - As férias de Lord Lucas,"Lucas é um menino cheio de imaginação. Durante as férias de verão, ele e sua família vão para a praia.  Após o ataque de um morcego, Lucas percebe que sua irmã passa a desenvolver um comportamento peculiar. Como ela só pensa em sair a noite e em um tal de Vítor, Lucas chega a uma conclusão lógica: Sua irmã é um vampiro. Agora, com a ajuda de seu herói, Lord Winchester, Lucas vai lutar para salvar sua irmã das garras do Vampiro Mestre.",Tatiana Nequete,2008,,54055
978,1138,O homem do Sputnik,"A vida de um casal de criadores de galinhas se transforma numa grande confusão depois que um satélite artificial, muito parecido com o russo Sputnik, cai no galinheiro de sua casa matando alguns dos animais. Para recuperar o prejuízo, o homem tenta penhorar o objeto e é descoberto pela namorada de um jornalista. O fato repercute, chamando a atenção de espiões internacionais, e logo líderes russos, norte-americanos e franceses passam a mandar ao Brasil missões especiais com o objetivo de recuperar o satélite. Uma curiosidade: à época da realização do filme, o famoso satélite russo Sputnik estava em órbita e havia mesmo uma ameaça de que ele viesse a cair sobre a Terra. ",Carlos Manga,1959,,39444
979,1139,Projeto 68,"Rio de Janeiro, 1968. O movimento estudantil comanda as maiores manifestações contra a ditadura militar, num crescente desde a morte do estudante Edson Luis até o clímax  na Passeata dos Cem Mil. Com imagens realizadas por Glauber Rocha, Silvio Da-Rin, Arnaldo Jabour e fotografias de Pedro de Moraes e Evandro Teixeira, Projeto 68 remonta em imagens e sons, 40 anos depois, essa trajetória.",Julia Mariano,2008,"Ditadura, 1968, Movimento Estudantil",75802
980,1140,Mocó Jack,"Animação que narra as aventuras do jacaré, Jack, que usa de muita criatividade para se salvar das investidas de um contrabandista de animais. Nascido diferente de seus irmãos, Jack, possui caráter exótico o que o transforma em um grande prêmio para o caçador. Jack sabe se esconder e mimetizar o que o ajuda a salvar seus amigos.",Luiz Botosso e Thiago Veiga,2007,,42243
981,1141,A princesa e o violinista,"A Princesa e o Violinista” narra uma fábula fictícia, uma lenda sobre o surgimento da tristeza. Através dos olhos de uma menina de 5 anos, acompanhamos a história de um Rei que para proteger a Princesa, sua filha, resolve trancá-la em uma torre no castelo até o dia do seu casamento. Para tanto, o Rei realiza uma competição entre dezenas de cavaleiros afim de encontrar o mais bravo e forte dentre todos. Ao final do torneio, o campeão segue o Rei até a torre para encontrar a Princesa mas, pasmos, descobrem que ela sumiu. Os guardas informam que um misterioso violinista mascarado a seqüestrou e todos estão incapazes de agir por causa da música triste tocada pelo bandido, que os contagiou de tal forma, paralisando-os. A partir daí, o Rei e o Cavaleiro partem em busca da bela Princesa e vão descobrindo pelo caminho o poder da música triste do violinista, até finalmente se depararem com o inimigo, quando acabam descobrindo que a Princesa talvez não queira ser salva. ",Guto Bozzetti,2008,,39033
982,1142,Histórias curtas - gol a gol,"Gus é querido por todos e está indo para a faculdade. Em seu jogo de despedida ele encara Hique, seu irmão mais novo, motivo de chacota no colégio. Vencer seria fechar com chave de ouro essa etapa sua vida, entregar o jogo significaria oferecer a oportunidade para que Hique comece com o pé direito uma nova fase na sua.",Bruno Carvalho,2008,,451
983,1143,Muro,"Alma no vácuo, deserto em expansão.",Tiã,5,1,37126
984,1144,Leviatã,Um retirante nordestino em São Paulo. Alguém que só queria ver o céu. Um homem que foi engolido pela cidade. Um poeta esmagado pela rotina medíocre.,Camilo Cavalcante,1999,Imigração,93822
985,1145,"Um clássico, dois em casa, nenhum jogo fora","Antônio perambula pela cidade de São Paulo; à noite, encontra um parceiro, Isaías, na Galeria Metrópole, para se relacionar sexualmente. Apesar da intensa relação que acontece entre os dois, Isaías pede que Antônio o mate; a seguir, Antônio é caçado e morto pela polícia.",Djalma Limongi Batista,1968,,76683
986,1146,Timing,"Caco Ciocler interpreta um jovem homem de negócios cuja ambição desenfreada o transformou num escravo voluntário do tempo. O curta-metragem TIMING leva essa metáfora ao extremo, usando cenas gravadas misturadas a técnicas de animação  em 3D, onde o protagonista fica literalmente preso no relógio informativo de uma estação de trem.",Amir Admoni,2009,,1505
987,1147,Minha viola e eu - Zé Coco do Riachão,...,Waldir de Pina,2002,,16601
988,1148,Deus é pai,"Após milhares de anos de convivência , a relação de Deus com seu amado fillho Jesus sofreu um inevitável desgaste. Para tentar reestabelecer os antigos elos uma terapeuta passará por maus bocados...",Allan Sieber,1999,,93085
989,1149,Dez elefantes,Clara tem oito anos e mora com mãe e irmão em sua casa no campo.Outro dia as crianças brincavam de pique-esconde.Pequenos incidentes.,Eva Randolph,2008,,10886
990,1150,Felizes para sempre,"Amor, paixão e vida real batem na sua porta",Ricky Mastro,2009,diversidade LGBT,69540
991,1151,É Simonal,"Fã do cantor Simonal viaja para o Rio de Janeiro esperando encontrar seu ídolo. Passando-se por jornalista, consegue se aproximar dele durante um ensaio. Insólita comédia musical embalada pelo sucesso de Simonal nos anos 1970. reúne imagens antológicas do artista em shows na boate Sucata e no Maracanãzinho. Parte delas foram usadas no documentário ""Simonal - ninguém sabe o duro que dei""",Domingos Oliveira,1970,Música Popular Brasileira,18434
992,1152,Estranho encontro,"Ao dirigir-se para a casa de campo de sua noiva, um rapaz vê, na estrada, uma moça cambaleando. Leva-a consigo e a esconde. Ela fugia de seu companheiro que a maltratava. Os dois acabam por se apaixonar. Com a traição do caseiro, que informa a localização da moça ao ex-amante, este vem disposto a tudo, mas graças à interferência da noiva do rapaz que acabou por descobrir tudo e num gesto altruísta desiste dele, ela é salva e o antigo amante acaba por morrer.",Walter Hugo Khouri,1958,,91394
993,1153,Espalhadas pelo ar,"Nas escadas de serviço de um prédio residencial, meninas fumam escondido dos pais. Tiram suas roupas, para evitar que o cheiro de fumaça as denuncie. CORA tem 30 anos. Ela mora no mesmo prédio que as meninas e está presa em um casamento infeliz. A mulher surpreende as meninas fumando. A partir daí, inicia seu caminho à liberdade.",Vera Egito,2007,,70553
994,1154,Também somos irmãos,"Um viúvo cinquentão que não pode ter filhos adota quatro crianças:  duas brancas e duas negras. Na infância tudo correu bem, mas com o correr do tempo, as coisas foram se modifcando. As limitações aos negros vão se acentuando e chegam a tal ponto que se transformam em verdadeiras humilhações",José,0,1,25886
995,1164,Sapo Xulé,"Sapo Xulé recebe sua primeira lição de Kung Fu e sobe a montanha para treinar. Enquanto isso um terrível mau cheiro invade a cidade de Sapópolis e Sapo King procura o Mestre Jaboti para ajudá-lo a resolver este mistério, que diz que o problema é o vento contra, pois Sapo Xulé está treinando no alto da montanha e o vento está levando seu chulé pra cidade. Sapina e Sapana passeiam pelo bosque. Lagartão aparece e dá um susto enorme nelas dizendo que vai devorá-las. Sapo Xulé as salva desferindo golpes mortais de Kung Fu e assim o Lagartão foge apavorado. Mas não com os golpes e sim com o terrível chulé desprendido de seus pés. Por conta deste cheiro, elas o agradecem com um recado no celular reconhecendo-o como herói. Sapo King e Zé Girino assiste na TV reportagem sobre o herói Sapo Xulé salvando as sapinhas do terrível Lagartão. Zé Girino tem uma idéia fabulosa de se fantasiar de lagartão e fingir atacar algumas sapinhas para o Sapo King salva-las e se tornar o novo herói de Sapópolis. Como a fantasia não fica pronta a tempo, Sapo King sem saber, enfrenta o próprio Lagartão. Quando ele se dá conta do engano aparece o Sapo Xulé que o salva, tornando-se assim outra vez herói da cidade",Paulo José,0,1,52974
996,1155,A guerra de Arturo,"Arturo é um reles funcionário da redação de um grande jornal. Sua rotina é quebrada quando, por um erro de digitação, ele deflagra uma guerra entre Brasil e Argentina. Agora, resta a Arturo consertar seu erro, salvar o mundo e ficar com a garota.",Júlio Taubkin e Pedro Arantes,2009,,99127
